File Name,Sliced File Name,Description,Certainty
image87,image87_01_02.jpg,"seat belt, seatbelt",0.8433738350868225
image87,image87_02_01.jpg,Band Aid,0.13231173157691956
image87,image87_02_02.jpg,"dial telephone, dial phone",0.45695146918296814
image88,image88.jpg,"bathing cap, swimming cap",0.20476771891117096
image88,image88_01_01.jpg,sea lion,0.19551235437393188
image88,image88_01_02.jpg,"bikini, two-piece",0.2640780806541443
image88,image88_02_01.jpg,"bikini, two-piece",0.2009468972682953
image88,image88_02_02.jpg,"bikini, two-piece",0.4251244366168976
image89,image89.jpg,"bikini, two-piece",0.6204751133918762
image89,image89_01_01.jpg,hair slide,0.058473147451877594
image89,image89_01_02.jpg,neck brace,0.051253512501716614
image89,image89_02_01.jpg,bubble,0.18775106966495514
image89,image89_02_02.jpg,"brassiere, bra, bandeau",0.8260189294815063
image9,image9.jpg,"bikini, two-piece",0.7192346453666687
image9,image9_01_01.jpg,"bikini, two-piece",0.33186015486717224
image9,image9_01_02.jpg,"bikini, two-piece",0.2885482907295227
image9,image9_02_01.jpg,"bikini, two-piece",0.37134310603141785
image9,image9_02_02.jpg,"diaper, nappy, napkin",0.2528010606765747
image90,image90.jpg,stole,0.7027170658111572
image90,image90_01_01.jpg,"seat belt, seatbelt",0.19189733266830444
image90,image90_01_02.jpg,"bikini, two-piece",0.09028517454862595
image90,image90_02_01.jpg,bubble,0.4608779847621918
image90,image90_02_02.jpg,bubble,0.8920094966888428
image91,image91.jpg,"tench, Tinca tinca",0.22627897560596466
image91,image91_01_01.jpg,"bikini, two-piece",0.09500307589769363
image91,image91_01_02.jpg,sunglass,0.34434619545936584
image91,image91_02_01.jpg,canoe,0.2530524730682373
image91,image91_02_02.jpg,potter's wheel,0.08358809351921082
image92,image92.jpg,"seat belt, seatbelt",0.9697364568710327
image92,image92_01_01.jpg,"pick, plectrum, plectron",0.05826571211218834
image92,image92_01_02.jpg,"seat belt, seatbelt",0.21645699441432953
image92,image92_02_01.jpg,"seat belt, seatbelt",0.874484658241272
image92,image92_02_02.jpg,"seat belt, seatbelt",0.9998431205749512
image93,image93.jpg,wig,0.8037253022193909
image93,image93_01_01.jpg,"lipstick, lip rouge",0.3207506239414215
image93,image93_01_02.jpg,wig,0.20187987387180328
image93,image93_02_01.jpg,bath towel,0.07606756687164307
image93,image93_02_02.jpg,wig,0.11063436418771744
image94,image94.jpg,car mirror,0.990343451499939
image94,image94_01_01.jpg,car mirror,0.7895673513412476
image94,image94_01_02.jpg,car mirror,0.6215811967849731
image94,image94_02_01.jpg,wing,0.18009094893932343
image94,image94_02_02.jpg,car mirror,0.9833269715309143
image95,image95.jpg,window screen,0.22497695684432983
image95,image95_01_01.jpg,window screen,0.40431836247444153
image95,image95_01_02.jpg,window screen,0.4568224251270294
image95,image95_02_01.jpg,"doormat, welcome mat",0.052438877522945404
image95,image95_02_02.jpg,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.07730180770158768
image96,image96.jpg,"bikini, two-piece",0.1670692414045334
image96,image96_01_01.jpg,wig,0.09411563724279404
image96,image96_01_02.jpg,window shade,0.45847102999687195
image96,image96_02_01.jpg,wig,0.4583991765975952
image96,image96_02_02.jpg,wig,0.8917542099952698
image97,image97.jpg,"pajama, pyjama, pj's, jammies",0.6609048843383789
image97,image97_01_01.jpg,window shade,0.5778453946113586
image97,image97_01_02.jpg,"pajama, pyjama, pj's, jammies",0.8764998912811279
image97,image97_02_01.jpg,"pajama, pyjama, pj's, jammies",0.607907772064209
image97,image97_02_02.jpg,"pajama, pyjama, pj's, jammies",0.9743345975875854
image98,image98.jpg,"limousine, limo",0.4045303463935852
image98,image98_01_01.jpg,"seat belt, seatbelt",0.4223988354206085
image98,image98_01_02.jpg,"seat belt, seatbelt",0.4255150854587555
image98,image98_02_01.jpg,"groom, bridegroom",0.38939526677131653
image98,image98_02_02.jpg,"groom, bridegroom",0.5501509308815002
image99,image99.jpg,"sunglasses, dark glasses, shades",0.6227167844772339
image99,image99_01_01.jpg,"sunglasses, dark glasses, shades",0.578242838382721
image99,image99_01_02.jpg,"sunglasses, dark glasses, shades",0.6798941493034363
image99,image99_02_01.jpg,"Newfoundland, Newfoundland dog",0.14720433950424194
image99,image99_02_02.jpg,"candle, taper, wax light",0.35575708746910095
